Entrada 0,Entrada 1,Entrada 2,Entrada 3,Entrada 4,Entrada 5,Entrada 6,Entrada 7,y1,y2
1.00,-0.58,-0.95,-0.55,-0.94,-0.79,-3.62,0.45,1,0
1.00,-0.61,-1.16,-0.41,-1.13,-0.64,-3.25,1.14,1,0
1.00,-0.54,-0.99,-0.55,-1.02,-0.41,-0.93,0.65,1,0
1.00,-0.50,-1.01,-0.52,-0.86,-0.54,-1.74,0.15,1,0
1.00,-0.76,-1.18,-0.56,-1.05,-0.42,-4.15,0.79,1,0
1.00,-0.42,-0.95,-0.45,-1.14,-0.79,-3.20,0.29,1,0
1.00,-0.56,-0.86,-0.77,-0.99,-0.67,-1.77,1.20,1,0
1.00,-0.79,-1.17,-0.79,-0.95,-0.54,-2.41,-0.09,1,0
1.00,-0.69,-1.16,-0.60,-0.96,-0.64,-2.83,0.68,1,0
1.00,-0.41,-1.08,-0.72,-1.13,-0.67,-2.19,1.12,1,0
1.00,-0.54,-1.01,-0.42,-1.20,-0.64,-3.83,0.85,1,0
1.00,-0.79,-1.00,-0.47,-1.01,-0.54,-4.06,0.11,1,0
1.00,-0.57,-0.93,-0.57,-1.18,-0.62,-3.42,1.26,1,0
1.00,-0.72,-0.97,-0.60,-1.04,-0.47,-1.32,0.59,1,0
1.00,-0.51,-0.96,-0.73,-0.98,-0.45,-4.45,0.72,1,0
1.00,-0.79,-0.98,-0.59,-0.93,-0.53,-1.00,0.32,1,0
1.00,-0.75,-1.16,-0.43,-1.19,-0.61,-1.45,0.32,1,0
1.00,-0.52,-0.89,-0.76,-1.06,-0.72,-3.02,-0.07,1,0
1.00,-0.69,-1.04,-0.74,-0.99,-0.51,-4.26,0.24,1,0
1.00,-0.47,-0.92,-0.48,-0.96,-0.71,-2.06,0.86,1,0
1.00,-0.68,-0.93,-0.69,-0.91,-0.59,-3.78,0.20,1,0
1.00,-0.57,-1.20,-0.54,-1.19,-0.69,-3.27,0.55,1,0
1.00,-0.70,-1.10,-0.43,-1.15,-0.66,-1.75,0.84,1,0
1.00,-0.61,-0.96,-0.64,-0.88,-0.47,-1.18,0.75,1,0
1.00,-0.43,-0.99,-0.66,-0.97,-0.50,-4.12,0.77,1,0
1.00,-0.73,-0.95,-0.57,-0.97,-0.54,-4.20,1.14,1,0
1.00,-0.45,-1.10,-0.57,-1.17,-0.72,-1.57,1.07,1,0
1.00,-0.57,-0.87,-0.68,-1.05,-0.59,-1.47,0.14,1,0
1.00,-0.68,-1.02,-0.42,-0.91,-0.68,-3.90,0.09,1,0
1.00,-0.48,-1.10,-0.43,-0.98,-0.75,-4.01,0.71,1,0
1.00,-0.73,-0.97,-0.64,-1.08,-0.42,-1.79,-0.03,1,0
1.00,-0.41,-1.09,-0.70,-1.05,-0.68,-1.06,0.03,1,0
1.00,-0.59,-1.06,-0.74,-1.01,-0.53,-2.84,0.36,1,0
1.00,-0.64,-1.05,-0.73,-0.87,-0.76,-4.12,0.70,1,0
1.00,-0.48,-1.17,-0.57,-1.20,-0.77,-4.26,1.12,1,0
1.00,-0.77,-1.05,-0.67,-0.92,-0.43,-3.64,0.24,1,0
1.00,-0.47,-0.96,-0.57,-0.96,-0.65,-2.79,0.75,1,0
1.00,-0.45,-1.09,-0.79,-0.95,-0.55,-3.50,0.78,1,0
1.00,-0.49,-0.91,-0.55,-0.97,-0.48,-3.31,1.01,1,0
1.00,-0.65,-1.04,-0.55,-1.04,-0.74,-2.59,0.88,1,0
1.00,-0.64,-0.92,-0.65,-1.01,-0.56,-2.78,1.06,1,0
1.00,-0.66,-1.07,-0.60,-0.95,-0.74,-1.22,1.19,1,0
1.00,-0.53,-0.99,-0.46,-0.95,-0.60,-1.45,0.84,1,0
1.00,-0.78,-1.05,-0.64,-1.02,-0.76,-3.07,1.14,1,0
1.00,-0.51,-0.94,-0.58,-1.06,-0.48,-0.98,0.62,1,0
1.00,-0.71,-1.08,-0.60,-1.14,-0.76,-0.86,0.54,1,0
1.00,-0.54,-1.00,-0.62,-1.13,-0.44,-4.18,0.02,1,0
1.00,-0.44,-0.88,-0.68,-1.08,-0.50,-4.50,0.15,1,0
1.00,-0.52,-0.99,-0.50,-1.00,-0.77,-1.44,0.68,1,0
1.00,-0.50,-0.97,-0.54,-1.00,-0.69,-3.79,0.03,1,0
1.00,-0.61,-1.04,-0.58,-1.04,-0.57,-2.53,0.69,1,0
1.00,-0.69,-1.19,-0.43,-1.01,-0.79,-1.49,-0.11,1,0
1.00,-0.41,-0.94,-0.72,-0.96,-0.70,-1.84,0.69,1,0
1.00,-0.67,-1.12,-0.77,-1.05,-0.74,-4.39,0.53,1,0
1.00,-0.58,-1.15,-0.50,-1.18,-0.54,-2.57,1.13,1,0
1.00,-0.64,-1.08,-0.64,-1.00,-0.70,-2.19,0.01,1,0
1.00,-0.47,-1.05,-0.78,-0.91,-0.69,-1.72,0.01,1,0
1.00,-0.73,-0.89,-0.52,-0.97,-0.64,-2.61,0.28,1,0
1.00,-0.76,-1.00,-0.48,-1.18,-0.64,-3.31,0.84,1,0
1.00,-0.69,-0.89,-0.47,-0.93,-0.57,-4.40,1.05,1,0
1.00,-0.57,-1.01,-0.78,-1.11,-0.65,-0.80,0.19,1,0
1.00,-0.78,-0.89,-0.41,-0.87,-0.69,-2.97,0.50,1,0
1.00,-0.50,-0.96,-0.69,-1.13,-0.54,-4.23,0.42,1,0
1.00,-0.48,-1.17,-0.67,-1.16,-0.76,-0.81,-0.01,1,0
1.00,-0.41,-1.02,-0.57,-1.05,-0.56,-1.55,1.01,1,0
1.00,-0.77,-0.99,-0.58,-0.89,-0.61,-2.91,0.47,1,0
1.00,-0.47,-1.17,-0.44,-0.98,-0.42,-2.26,1.02,1,0
1.00,-0.74,-0.96,-0.46,-1.16,-0.48,-1.98,1.06,1,0
1.00,-0.44,-1.05,-0.44,-1.04,-0.69,-4.27,0.74,1,0
1.00,-0.60,-1.16,-0.54,-1.16,-0.47,-2.09,0.25,1,0
1.00,-0.63,-0.96,-0.40,-1.11,-0.67,-3.52,0.65,1,0
1.00,-0.51,-1.18,-0.58,-0.95,-0.72,-2.17,1.16,1,0
1.00,-0.50,-0.97,-0.67,-1.08,-0.54,-1.60,-0.06,1,0
1.00,-0.74,-1.02,-0.75,-1.12,-0.77,-4.19,-0.04,1,0
1.00,-0.57,-0.91,-0.66,-0.86,-0.62,-1.00,0.38,1,0
1.00,-0.40,-1.10,-0.64,-1.14,-0.76,-1.99,1.28,1,0
1.00,-0.43,-1.09,-0.41,-0.97,-0.51,-1.20,0.11,1,0
1.00,-0.79,-1.02,-0.75,-1.00,-0.50,-1.54,0.21,1,0
1.00,-0.42,-0.89,-0.42,-0.93,-0.62,-1.48,0.21,1,0
1.00,-0.61,-0.88,-0.68,-0.86,-0.47,-3.21,0.48,1,0
1.00,-0.60,-0.98,-0.46,-1.06,-0.78,-1.61,0.16,1,0
1.00,-0.70,-0.88,-0.66,-1.11,-0.66,-3.93,0.07,1,0
1.00,-0.45,-1.13,-0.62,-1.19,-0.60,-3.58,0.26,1,0
1.00,-0.64,-0.99,-0.51,-0.87,-0.50,-3.79,0.36,1,0
1.00,-0.57,-1.06,-0.72,-0.94,-0.61,-1.43,0.28,1,0
1.00,-0.72,-0.92,-0.68,-0.86,-0.59,-1.43,1.21,1,0
1.00,-0.62,-1.06,-0.59,-1.03,-0.63,-0.81,0.06,1,0
1.00,-0.69,-1.14,-0.60,-0.87,-0.78,-1.77,0.13,1,0
1.00,-0.59,-0.86,-0.71,-0.95,-0.78,-2.70,0.04,1,0
1.00,-0.54,-1.20,-0.60,-0.93,-0.76,-4.30,0.54,1,0
1.00,-0.76,-0.86,-0.76,-0.94,-0.41,-2.29,0.18,1,0
1.00,-0.51,-0.85,-0.46,-1.20,-0.67,-1.44,1.13,1,0
1.00,-0.48,-1.13,-0.44,-0.88,-0.43,-2.53,-0.08,1,0
1.00,-0.59,-0.96,-0.74,-1.02,-0.72,-4.20,0.12,1,0
1.00,-0.80,-0.98,-0.79,-1.00,-0.63,-2.28,0.27,1,0
1.00,-0.66,-1.13,-0.55,-1.03,-0.73,-1.21,0.41,1,0
1.00,-0.68,-1.19,-0.67,-1.11,-0.58,-2.87,0.10,1,0
1.00,-0.61,-0.87,-0.74,-1.07,-0.77,-3.77,-0.14,1,0
1.00,-0.70,-1.02,-0.46,-1.11,-0.60,-3.35,1.08,1,0
1.00,-0.42,-1.07,-0.58,-0.92,-0.63,-3.03,0.57,1,0
1.00,-0.47,-0.90,-0.58,-0.92,-0.53,-1.19,-0.13,1,0
1.00,-0.42,-0.98,-0.43,-1.03,-0.61,-1.19,0.36,1,0
1.00,-0.76,-1.20,-0.56,-0.85,-0.74,-3.49,0.33,1,0
1.00,-0.71,-0.87,-0.77,-0.92,-0.43,-4.03,0.33,1,0
1.00,-0.51,-1.01,-0.54,-0.88,-0.64,-1.32,0.17,1,0
1.00,-0.57,-0.86,-0.67,-1.16,-0.77,-2.58,1.13,1,0
1.00,-0.64,-1.19,-0.41,-1.09,-0.65,-4.42,0.75,1,0
1.00,-0.53,-0.88,-0.72,-1.03,-0.62,-4.38,0.53,1,0
1.00,-0.70,-1.14,-0.59,-1.14,-0.73,-1.53,1.02,1,0
1.00,-0.64,-0.94,-0.62,-1.14,-0.41,-2.10,-0.10,1,0
1.00,-0.64,-0.91,-0.72,-0.95,-0.71,-4.09,0.05,1,0
1.00,-0.73,-0.87,-0.46,-1.18,-0.79,-2.64,1.16,1,0
1.00,-0.48,-1.11,-0.74,-1.09,-0.51,-4.17,0.97,1,0
1.00,-0.80,-0.96,-0.44,-0.98,-0.78,-1.93,0.97,1,0
1.00,-0.56,-1.04,-0.67,-0.90,-0.55,-1.35,0.73,1,0
1.00,-0.68,-1.16,-0.56,-1.02,-0.76,-2.32,1.04,1,0
1.00,-0.54,-1.14,-0.78,-0.90,-0.73,-1.42,0.61,1,0
1.00,-0.50,-1.07,-0.71,-1.05,-0.49,-1.62,1.13,1,0
1.00,-0.79,-0.85,-0.69,-0.90,-0.68,-1.77,0.06,1,0
1.00,-0.45,-1.15,-0.62,-1.05,-0.72,-3.81,0.27,1,0
1.00,-0.43,-1.03,-0.57,-0.93,-0.53,-1.09,0.32,1,0
1.00,-0.73,-1.03,-0.67,-1.01,-0.77,-2.13,-0.11,1,0
1.00,-0.51,-1.03,-0.55,-0.88,-0.78,-0.85,0.18,1,0
1.00,-0.55,-0.93,-0.60,-0.87,-0.56,-2.22,0.11,1,0
1.00,-0.61,-0.86,-0.59,-1.10,-0.51,-3.28,0.52,1,0
1.00,-0.64,-1.17,-0.80,-1.19,-0.73,-2.53,0.12,1,0
1.00,-0.57,-0.94,-0.56,-1.00,-0.65,-3.44,1.04,1,0
1.00,-0.47,-1.00,-0.43,-1.01,-0.66,-4.20,0.22,1,0
1.00,-0.61,-1.13,-0.78,-1.02,-0.70,-3.40,0.79,1,0
1.00,-0.74,-0.87,-0.43,-0.91,-0.47,-3.44,0.93,1,0
1.00,-0.49,-1.14,-0.55,-0.89,-0.67,-3.54,1.03,1,0
1.00,-0.71,-0.85,-0.79,-1.10,-0.44,-3.44,0.39,1,0
1.00,-0.63,-0.94,-0.43,-0.97,-0.80,-2.98,1.09,1,0
1.00,-0.79,-1.18,-0.45,-1.06,-0.60,-2.58,0.36,1,0
1.00,-0.45,-1.13,-0.65,-0.89,-0.75,-4.48,1.14,1,0
1.00,-0.48,-1.05,-0.53,-1.14,-0.78,-3.38,0.67,1,0
1.00,-0.49,-1.00,-0.73,-1.13,-0.58,-4.03,0.70,1,0
